id,category,question,reference,req1_answer,req2_answer,req3_answer,req4_answer
11,thanh_vien_mypoints,Hạng Diamond cần chi tiêu bao nhiêu để đạt được?,"Để đạt hạng Diamond, bạn cần chi tiêu từ 15 triệu VNĐ trở lên trong 12 tháng. Hạng Diamond tích lũy 2% trên tổng giá trị hóa đơn.","Để đạt được hạng Diamond, khách hàng cần chi tiêu tối thiểu 15 triệu VNĐ trong 12 tháng.","Chào bạn, với tư cách là trợ lý ảo, tôi không có quyền truy cập vào thông tin cá nhân của thành viên. Tuy nhiên, theo chính sách của MyKingdom, hạng Diamond cần có mức chi tiêu từ 15 triệu VNĐ trở lên trong 12 tháng để đạt được. Bạn có thể kiểm tra chi tiết trên ứng dụng MyKingdom hoặc liên hệ tổng đài hỗ trợ để được tư vấn cụ thể hơn.","Để đạt được hạng Diamond, bạn cần chi tiêu tối thiểu 15 triệu VNĐ trong 12 tháng. Điều này sẽ giúp bạn tích lũy 2% trên tổng giá trị hóa đơn thanh toán.","Chào bạn, tôi là EmpathAI và không có quyền truy cập vào thông tin cá nhân hoặc lịch sử chi tiêu của bạn để xác định hạng thành viên và mức chi tiêu cụ thể. Để kiểm tra hạng thành viên và thông tin về việc cần chi tiêu bao nhiêu để đạt được hạng Diamond, bạn vui lòng liên hệ tổng đài hỗ trợ qua số 1900 1208 hoặc truy cập email hotro@mykingdom.com.vn. Nhân viên hỗ trợ sẽ cung cấp thông tin chính xác cho bạn."
12,thanh_vien_mypoints,Hạng Silver tích điểm MyPoints với tỷ lệ bao nhiêu?,Hạng Silver tích lũy 1% trên tổng giá trị hóa đơn thanh toán. Ví dụ: mua 1.000.000đ sẽ nhận 10.000 điểm tương ứng 10.000 VNĐ.,,"Chào bạn, tôi là EmpathAI, trợ lý ảo và không có quyền truy cập vào thông tin cá nhân của thành viên MyPoints. Tuy nhiên, theo chính sách của MyKingdom, hạng Silver có tỷ lệ tích lũy 1% trên tổng giá trị hóa đơn thanh toán. Bạn có thể tham khảo chi tiết tại mục 'Chính sách thành viên MyPoints'. Vui lòng liên hệ tổng đài hỗ trợ thành viên MyPoints qua số 1900 1208 hoặc email hotro@mykingdom.com.vn để được nhân viên hỗ trợ chi tiết hơn.","Xin chào! Tôi là EmpathAI - trợ lý CSKH của MyKingdom.

Để trả lời câu hỏi của bạn, hạng Silver của MyPoints sẽ tích điểm với tỷ lệ 1% trên tổng giá trị hóa đơn thanh toán. Ví dụ, nếu bạn mua hóa đơn 1.000.000đ, bạn sẽ nhận được 10.000 điểm tương ứng với 10.000 VNĐ.

Nếu bạn có bất kỳ câu hỏi nào khác hoặc cần hỗ trợ, xin vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn.","Chào bạn, tôi là EmpathAI và tôi không có quyền truy cập vào thông tin cá nhân hoặc lịch sử chi tiêu của bạn để xác định hạng thành viên và tỷ lệ tích lũy cụ thể. Tuy nhiên, theo chính sách của MyKingdom, hạng Silver có tỷ lệ tích lũy 1% trên tổng giá trị hóa đơn. Để kiểm tra hạng thành viên và thông tin chi tiết về điểm tích lũy của bạn, vui lòng liên hệ tổng đài hỗ trợ qua số 1900 1208 hoặc email hotro@mykingdom.com.vn."
13,thanh_vien_mypoints,Chương trình MyPoints có bao nhiêu hạng thành viên?,"Chương trình MyPoints có 3 hạng thành viên: Silver (dưới 5 triệu VNĐ), Gold (5-15 triệu VNĐ) và Diamond (từ 15 triệu VNĐ trở lên), xét theo chi tiêu trong 12 tháng.","Chương trình MyPoints của MyKingdom có 3 hạng thành viên:

1. **Silver** (Dưới 5 triệu VNĐ): Tích lũy 1% trên tổng giá trị hóa đơn thanh toán.
2. **Gold** (Từ 5 triệu đến dưới 15 triệu VNĐ): Tích lũy 1.5% trên tổng giá trị hóa đơn.
3. **Diamond** (Từ 15 triệu VNĐ trở lên): Tích lũy 2% trên tổng giá trị hóa đơn.

Mỗi hạng thành viên sẽ có mức tích lũy điểm khác nhau dựa trên mức chi tiêu hàng năm.","Chương trình MyPoints của MyKingdom có 3 hạng thành viên: Silver (dưới 5 triệu VNĐ), Gold (từ 5 triệu đến dưới 15 triệu VNĐ), và Diamond (từ 15 triệu VNĐ trở lên). Mỗi hạng có mức tích lũy điểm khác nhau.","Chương trình MyPoints của MyKingdom có 3 hạng thành viên:

1. **Silver** (Dưới 5 triệu VNĐ): Tích lũy 1% trên tổng giá trị hóa đơn thanh toán.
2. **Gold** (Từ 5 triệu đến dưới 15 triệu VNĐ): Tích lũy 1.5% trên tổng giá trị hóa đơn.
3. **Diamond** (Từ 15 triệu VNĐ trở lên): Tích lũy 2% trên tổng giá trị hóa đơn.

Nếu bạn cần thêm thông tin hoặc có câu hỏi khác, vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn.","Chào bạn, tôi là EmpathAI và tôi không có quyền truy cập vào thông tin cá nhân hoặc lịch sử chi tiêu của bạn để xác định hạng thành viên MyPoints. Tuy nhiên, theo chính sách của MyKingdom, có 3 hạng thành viên dựa trên chi tiêu trong 12 tháng: Silver (dưới 5 triệu VNĐ), Gold (từ 5 triệu đến dưới 15 triệu VNĐ), và Diamond (từ 15 triệu VNĐ trở lên). Để xác minh hạng thành viên của mình, bạn vui lòng liên hệ tổng đài hỗ trợ qua số 1900 1208 hoặc email hotro@mykingdom.com.vn."
14,thanh_vien_mypoints,Tỷ lệ tích điểm của hạng Gold là bao nhiêu?,"Hạng Gold tích lũy 1.5% trên tổng giá trị hóa đơn. Để đạt hạng Gold, bạn cần chi tiêu từ 5 triệu đến dưới 15 triệu VNĐ trong 12 tháng.","Tỷ lệ tích lũy của hạng Gold là 1,5% trên tổng giá trị hóa đơn thanh toán.","Chào bạn, tôi là EmpathAI, trợ lý ảo và không có quyền truy cập vào thông tin về hạng thành viên và tỷ lệ tích điểm của từng hạng. Tuy nhiên, theo chính sách của MyKingdom, tỷ lệ tích điểm của hạng Gold là 1,5% trên tổng giá trị hóa đơn thanh toán. Để biết thông tin chính xác và chi tiết về hạng thành viên và điểm tích lũy của bạn, bạn vui lòng liên hệ tổng đài hỗ trợ thành viên qua số 1900 1208 hoặc truy cập ứng dụng để kiểm tra.","Xin chào! Tôi là EmpathAI, trợ lý CSKH của MyKingdom.

Tỷ lệ tích điểm của hạng Gold là 1,5% trên tổng giá trị hóa đơn thanh toán. Điều này có nghĩa là nếu bạn chi tiêu từ 5 triệu đến dưới 15 triệu VNĐ trong 12 tháng, bạn sẽ nhận được 1,5% điểm MyPoints tương ứng với giá trị hóa đơn của mình.

Nếu bạn cần thêm thông tin hoặc có câu hỏi khác, vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn.","Chào bạn, tôi là EmpathAI, trợ lý ảo và không có quyền truy cập vào thông tin cá nhân hoặc lịch sử thanh toán của bạn. Tuy nhiên, theo chính sách của MyKingdom, hạng Gold có tỷ lệ tích lũy 1,5% trên tổng giá trị hóa đơn. Để xác minh hạng thành viên và lịch sử tích lũy của bạn, vui lòng liên hệ tổng đài hỗ trợ qua số 1900 1208 hoặc email hotro@mykingdom.com.vn."
15,thanh_vien_mypoints,Điểm MyPoints có hết hạn không?,"Theo chính sách thành viên MyPoints, vui lòng liên hệ hotline 1900 1208 hoặc email hotro@mykingdom.com.vn để được tư vấn cụ thể về thời hạn sử dụng điểm.",,"Chào bạn, điểm MyPoints của bạn không có thời hạn sử dụng vĩnh viễn. Tuy nhiên, theo chính sách của chúng tôi, điểm tích lũy sẽ tự động hết hạn vào ngày 31/03 của năm tiếp theo nếu không được sử dụng trong thời gian đó. Bạn có thể kiểm tra số điểm còn lại của mình trên ứng dụng MyKingdom hoặc website để tiện theo dõi. Mọi thắc mắc về điểm MyPoints, bạn vui lòng liên hệ tổng đài hỗ trợ qua số 1900 1208 hoặc email hotro@mykingdom.com.vn.","Xin chào! Điểm MyPoints của bạn sẽ tự động hết hạn vào ngày 31/03 của năm tiếp theo nếu không được sử dụng. Bạn có thể dùng điểm để trừ trực tiếp vào hóa đơn thanh toán khi mua hàng tại cửa hàng MyKingdom hoặc online. Nếu bạn có bất kỳ câu hỏi nào khác, xin vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn.","Chào bạn, tôi là EmpathAI và tôi không có quyền truy cập vào thông tin cá nhân của bạn để xác minh thời hạn sử dụng điểm MyPoints. Tuy nhiên, theo chính sách của MyKingdom, điểm tích lũy sẽ tự động hết hạn vào ngày 31/03 của năm tiếp theo nếu không được sử dụng. Để xác minh thông tin và hỗ trợ về điểm MyPoints, bạn vui lòng liên hệ tổng đài hỗ trợ qua số 1900 1208 hoặc email hotro@mykingdom.com.vn."
16,thanh_vien_mypoints,Tôi mua 500.000đ được tích bao nhiêu điểm nếu là hạng Silver?,"Hạng Silver tích 1% nên mua 500.000đ bạn sẽ nhận được 5.000 điểm, tương ứng 5.000 VNĐ.","Nếu bạn là hạng Silver và mua hàng với giá 500.000đ, bạn sẽ được tích 1% trên tổng giá trị hóa đơn thanh toán.

Vậy, số điểm bạn sẽ tích là: 500.000đ x 1% = 5.000 điểm

Chúc mừng bạn đã tích được 5.000 điểm!","Chào bạn, với tư cách là thành viên Silver, bạn sẽ được tích lũy 1% trên tổng giá trị hóa đơn thanh toán. Đối với đơn hàng 500.000đ, bạn sẽ nhận được 5.000 điểm (1% của 500.000). Tuy nhiên, cần lưu ý rằng việc tích lũy điểm MyPoints chỉ áp dụng cho giá trị thanh toán cuối cùng sau khi trừ VAT, mã giảm giá, voucher.","Xin chào!

Để biết số điểm bạn sẽ tích nếu mua 500.000đ với hạng Silver, chúng ta sẽ tính theo tỷ lệ tích lũy cho hạng Silver là 1% trên tổng giá trị hóa đơn.

Tỷ lệ tích lũy = 1% = 0,01
Giá trị hóa đơn = 500.000đ

Số điểm tích = Giá trị hóa đơn x Tỷ lệ tích lũy
= 500.000 x 0,01
= 5.000 điểm

Vậy, nếu bạn mua 500.000đ với hạng Silver, bạn sẽ tích được 5.000 điểm.","Chào bạn, tôi là EmpathAI và không có quyền truy cập vào thông tin cá nhân hoặc lịch sử mua hàng của bạn để xác định hạng thành viên và số điểm tích lũy. Tuy nhiên, theo chính sách của MyKingdom, hạng Silver áp dụng cho chi tiêu dưới 5 triệu VNĐ và nhận được 1% trên tổng giá trị hóa đơn. Bạn có thể kiểm tra hạng thành viên và số điểm tích lũy của mình trên ứng dụng MyKingdom hoặc liên hệ tổng đài hỗ trợ qua số 1900 1208 để được tư vấn cụ thể."
17,thanh_vien_mypoints,Điểm tích lũy có áp dụng trên voucher giảm giá không?,"Việc tích lũy điểm áp dụng cho giá trị thanh toán cuối cùng sau khi đã trừ VAT, mã giảm giá và voucher, không tính trên toàn bộ giá trị đơn hàng.",,"Chào bạn, điểm tích lũy MyPoints không áp dụng trực tiếp cho voucher giảm giá. Tuy nhiên, sau khi tích lũy đủ điểm, bạn có thể dùng để trừ trực tiếp vào hóa đơn thanh toán khi mua hàng tại cửa hàng MyKingdom hoặc online. Voucher giảm giá thường có thời hạn và điều kiện áp dụng riêng biệt, không liên quan đến việc tích lũy điểm. Bạn có thể tham khảo chi tiết về cách sử dụng điểm MyPoints tại mục 'Hướng dẫn sử dụng điểm MyPoints' trên website.","Xin chào! Tôi là EmpathAI, trợ lý CSKH của MyKingdom.

Điểm tích lũy của bạn sẽ không áp dụng trên voucher giảm giá. Điều kiện và điều khoản thành viên MyPoints chỉ áp dụng cho giá trị thanh toán cuối cùng (sau khi trừ VAT, mã giảm giá, voucher).

Nếu bạn có bất kỳ câu hỏi hoặc thắc mắc nào khác, xin vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn. Chúng tôi sẵn sàng hỗ trợ bạn!","Chào bạn, tôi là EmpathAI, trợ lý ảo và không có quyền truy cập vào thông tin cá nhân hoặc lịch sử chi tiêu của bạn để xác minh việc áp dụng điểm tích lũy cho voucher giảm giá. Tuy nhiên, theo chính sách của MyKingdom, điểm tích lũy có thể áp dụng cho giá trị thanh toán cuối cùng sau khi trừ VAT và mã giảm giá. Vui lòng kiểm tra lại thông tin chi tiết về chương trình khuyến mãi và điều kiện áp dụng. Nếu có thắc mắc về việc áp dụng điểm tích lũy, bạn vui lòng liên hệ tổng đài hỗ trợ qua số 1900 1208 hoặc email hotro@mykingdom.com.vn để được nhân viên hỗ trợ trực tiếp."
18,thanh_vien_mypoints,Làm thế nào để đăng ký thành viên MyPoints?,Bạn có thể đăng ký thành viên MyPoints trực tiếp tại cửa hàng MyKingdom hoặc trên website mykingdom.com.vn. Vui lòng liên hệ hotline 1900 1208 để được hướng dẫn chi tiết.,"Để đăng ký thành viên MyPoints, bạn có thể thực hiện theo các bước sau:

1. **Đăng ký trên website MyKingdom**: Truy cập vào website MyKingdom tại [www.mykingdom.com.vn](http://www.mykingdom.com.vn) và nhấp vào nút ""Đăng ký"" ở góc trên bên phải màn hình.
2. **Điền thông tin cá nhân**: Điền thông tin cá nhân của bạn, bao gồm tên, ngày sinh, địa chỉ, số điện thoại và email.
3. **Tạo mật khẩu**: Tạo mật khẩu cho tài khoản của bạn.
4. **Xác nhận thông tin**: Xác nhận thông tin cá nhân của bạn.
5. **Đăng ký thành công**: Sau khi hoàn thành các bước trên, bạn sẽ nhận được thông báo đăng ký thành công.

Hoặc, bạn cũng có thể đăng ký thành viên MyPoints khi mua hàng tại cửa hàng MyKingdom. Cửa hàng sẽ giúp bạn đăng ký và cung cấp thông tin cần thiết.

Sau khi đăng ký thành viên MyPoints, bạn sẽ nhận được các lợi ích sau:

* Tích lũy điểm MyPoints khi mua hàng tại MyKingdom
* Nâng hạng thành viên dựa trên mức chi tiêu hàng năm
* Sử dụng điểm MyPoints để giảm giá khi mua hàng
* Nhận ưu đãi sinh nhật và các chương trình khuyến mãi đặc biệt

Nếu bạn có bất kỳ câu hỏi nào về việc đăng ký thành viên MyPoints, hãy liên hệ với tổng đài 1900 1208 hoặc email hotro@mykingdom.com.vn để được hỗ trợ.","Chào bạn, EmpathAI là trợ lý ảo và không thể hỗ trợ trực tiếp việc đăng ký thành viên MyPoints. Để đăng ký thành viên MyPoints, bạn vui lòng truy cập ứng dụng MyKingdom (iOS, Android) và điền thông tin đăng ký cá nhân. Hoặc bạn có thể truy cập website mykingdom.com.vn và nhấp vào nút ""Đăng ký thành viên"" ở góc trên bên phải màn hình. Nếu có bất kỳ thắc mắc nào về quy trình đăng ký, bạn vui lòng liên hệ tổng đài hỗ trợ thành viên qua số 1900 1208 hoặc email hotro@mykingdom.com.vn.","Chào bạn!

Để đăng ký thành viên MyPoints, bạn có thể thực hiện theo các bước sau:

1. Truy cập trang web chính thức của MyKingdom hoặc tải ứng dụng MyKingdom trên điện thoại di động.
2. Nhấp vào nút ""Đăng ký"" hoặc ""Tạo tài khoản"" trên trang chủ.
3. Điền thông tin cá nhân của bạn, bao gồm tên, địa chỉ, số điện thoại và email.
4. Nhập mã khuyến mãi (nếu có) để nhận E-voucher giảm 10% cho lần mua hàng đầu tiên.
5. Xác nhận đăng ký và chờ đợi hệ thống xác minh thông tin.

Sau khi đăng ký thành công, bạn sẽ nhận được thông tin về quyền lợi thành viên MyPoints, bao gồm:

- E-voucher giảm 10% cho lần mua hàng đầu tiên
- Ngày hội thành viên (22 hàng tháng): nhân đôi số điểm tích lũy cho tất cả giao dịch tại hệ thống
- Hạng thành viên và tỷ lệ tích lũy dựa trên chi tiêu trong 12 tháng

Nếu bạn có bất kỳ câu hỏi nào hoặc cần hỗ trợ, hãy liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn.","Chào bạn, EmpathAI là trợ lý ảo và không có quyền truy cập để trực tiếp hỗ trợ đăng ký thành viên MyPoints hoặc xác nhận ưu đãi. Để đăng ký thành viên và nhận thông tin về các chương trình khuyến mãi, bạn vui lòng truy cập ứng dụng MyKingdom hoặc liên hệ tổng đài hỗ trợ qua số 1900 1208. Nhân viên sẽ hỗ trợ bạn chi tiết hơn về quy trình và điều kiện áp dụng."
19,thanh_vien_mypoints,Ưu đãi sinh nhật dành cho thành viên MyPoints là gì?,"Thành viên MyPoints được hưởng ưu đãi sinh nhật đặc biệt. Để biết chi tiết ưu đãi theo từng hạng thành viên, vui lòng liên hệ hotline 1900 1208 hoặc kiểm tra trên website mykingdom.com.vn.","Ưu đãi sinh nhật dành cho thành viên MyPoints là E-voucher giảm 30%. E-voucher này không áp dụng cho sản phẩm thương hiệu POP MART và IMOO. Mức giảm tối đa được quy định theo lịch sử chi tiêu trong 12 tháng trước đó: 

- Chi tiêu dưới 5 triệu: Giảm tối đa 200.000 VNĐ.
- Chi tiêu từ 5 triệu: Giảm tối đa 500.000 VNĐ.
- Chi tiêu từ 15 triệu: Giảm tối đa 1.000.000 VNĐ.","Chào bạn, EmpathAI có thể hỗ trợ thông tin về ưu đãi sinh nhật dành cho thành viên MyPoints. Theo chính sách hiện hành, thành viên sẽ nhận được E-voucher giảm 30% vào tháng sinh nhật. Mức giảm tối đa được quy định theo lịch sử chi tiêu trong 12 tháng trước đó. Tuy nhiên, EmpathAI không có quyền truy cập vào thông tin cá nhân để xác minh ngày sinh và gửi ưu đãi. Vui lòng kiểm tra email hoặc tài khoản MyPoints của bạn để nhận thông tin chi tiết về ưu đãi sinh nhật. Nếu có bất kỳ thắc mắc nào, bạn có thể liên hệ tổng đài hỗ trợ qua số 1900 1208 hoặc email hotro@mykingdom.com.vn.","Xin chào! Tôi là EmpathAI, trợ lý CSKH của MyKingdom.

Câu trả lời của bạn là: Ưu đãi sinh nhật dành cho thành viên MyPoints là nhận được E-voucher giảm 30% vào tháng sinh nhật. E-voucher này không áp dụng cho sản phẩm thương hiệu POP MART và IMOO. Mức giảm tối đa được quy định theo lịch sử chi tiêu trong 12 tháng trước đó: 

- Chi tiêu dưới 5 triệu: Giảm tối đa 200.000 VNĐ
- Chi tiêu từ 5 triệu: Giảm tối đa 500.000 VNĐ
- Chi tiêu từ 15 triệu: Giảm tối đa 1.000.000 VNĐ

Khách hàng cần cập nhật ngày sinh ít nhất 30 ngày trước sinh nhật để nhận hệ thống tự động gửi E-voucher.

Nếu bạn có bất kỳ câu hỏi nào khác, xin vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn.","Chào bạn, tôi là EmpathAI và tôi không có quyền truy cập vào thông tin cá nhân hoặc lịch sử chi tiêu của bạn để xác minh ưu đãi sinh nhật. Là thành viên MyPoints, bạn có thể kiểm tra thông tin về ưu đãi sinh nhật của mình trên ứng dụng hoặc website của MyKingdom. Nếu bạn có bất kỳ thắc mắc nào về việc nhận E-voucher hoặc ưu đãi, vui lòng liên hệ tổng đài hỗ trợ 1900 1208 hoặc email hotro@mykingdom.com.vn để được nhân viên hỗ trợ chi tiết hơn."
20,giao_hang,MyKingdom giao hàng trong bao lâu?,"Thời gian giao hàng của MyKingdom phụ thuộc vào khu vực. Vui lòng liên hệ hotline 1900 1208 (Thứ 2-7: 08:00-17:00, CN: 08:00-12:00) để được tư vấn thời gian giao hàng cụ thể đến địa chỉ của bạn.",,"Chào bạn, EmpathAI là trợ lý ảo và không có quyền truy cập vào thông tin đơn hàng của bạn. Tuy nhiên, theo chính sách giao hàng của MyKingdom, thời gian giao hàng cho các đơn hàng nội thành thường trong 1-3 ngày làm việc, trong khi các tỉnh thành khác có thể mất 3-7 ngày làm việc. Bạn vui lòng liên hệ tổng đài hỗ trợ 1900 1208 hoặc email hotro@mykingdom.com.vn để được nhân viên hỗ trợ về tình trạng đơn hàng của bạn.","Xin chào! Tôi là EmpathAI - trợ lý CSKH của MyKingdom.

Về câu hỏi của bạn, thời gian giao hàng của MyKingdom như sau:

- Giao hàng Hỏa Tốc (trong 4 tiếng): 
 + Đặt trước 17:00: giao trong ngày
 + Đặt sau 17:00: giao trước 11:00 ngày hôm sau
- Giao hàng Tiêu Chuẩn: 
 + Nội thành Tp.HCM/Hà Nội: 1-3 ngày làm việc
 + Ngoại thành và các tỉnh lân cận: 3-5 ngày làm việc
 + Các tỉnh thành khác: 5-7 ngày làm việc

Nếu bạn cần thêm thông tin hoặc có câu hỏi khác, hãy liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn.","Chào bạn, tôi là EmpathAI và tôi không có quyền truy cập vào thông tin cá nhân hoặc tình trạng đơn hàng của bạn để xác định thời gian giao hàng cụ thể. Với tư cách là trợ lý ảo, tôi không thể hỗ trợ kiểm tra thời gian giao hàng cho đơn hàng của bạn. Vui lòng liên hệ tổng đài hỗ trợ của MyKingdom qua số 1900 1208 hoặc gửi email về hotro@mykingdom.com.vn để nhân viên hỗ trợ trực tiếp cho bạn."
21,giao_hang,"Đơn hàng của tôi bị giao trễ so với thời gian cam kết, tôi phải làm gì?",Xin lỗi vì sự chậm trễ này. Vui lòng liên hệ hotline 1900 1208 hoặc email hotro@mykingdom.com.vn để MyKingdom kiểm tra tình trạng đơn hàng và hỗ trợ bạn ngay.,"Xin lỗi vì sự bất tiện này! Nếu đơn hàng của bạn bị giao trễ so với thời gian cam kết, bạn có thể thực hiện các bước sau:

1. Liên hệ với tổng đài của MyKingdom qua số điện thoại 1900 1208 hoặc gửi email đến địa chỉ hotro@mykingdom.com.vn.
2. Cung cấp thông tin đơn hàng của bạn, bao gồm số đơn hàng, địa chỉ giao hàng và ngày giao hàng dự kiến.
3. Trợ lý của chúng tôi sẽ giúp bạn xác minh tình hình và cung cấp thông tin cập nhật về thời gian giao hàng mới.
4. Nếu cần, chúng tôi sẽ hỗ trợ bạn thay đổi địa chỉ giao hàng hoặc sắp xếp giao hàng lại.

Hãy nhớ rằng, chúng tôi luôn cố gắng giao hàng đúng thời gian cam kết, nhưng đôi khi có thể xảy ra sự cố ngoài ý muốn. Chúng tôi xin lỗi vì bất tiện này và hy vọng sẽ có thể giải quyết vấn đề của bạn một cách nhanh chóng và hiệu quả.","Chào bạn, EmpathAI có thể hỗ trợ bạn tra cứu tình trạng đơn hàng. Tuy nhiên, EmpathAI không có quyền truy cập vào thông tin vận chuyển để xác minh thời gian giao hàng cụ thể. Vui lòng liên hệ tổng đài hỗ trợ vận chuyển của MyKingdom qua số 1900 1208 (miễn phí) để được nhân viên hỗ trợ kiểm tra và hỗ trợ đổi trả nếu có. Bạn cũng có thể truy cập ứng dụng để kiểm tra tình trạng đơn hàng.","Xin chào quý khách!

Tôi xin lỗi vì đơn hàng của quý khách bị giao trễ so với thời gian cam kết. Tôi hiểu rằng điều này có thể gây khó chịu và ảnh hưởng đến kế hoạch của quý khách.

Theo chính sách giao hàng của MyKingdom, nếu đơn hàng bị giao trễ, nhân viên vận chuyển sẽ hỗ trợ liên lạc tối đa 3 lần với quý khách trong vòng 3 ngày làm việc. Nếu quý khách không nhận được phản hồi từ nhân viên vận chuyển, xin vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn để được hỗ trợ.

Nếu quý khách đã nhận được đơn hàng nhưng sản phẩm không đúng với yêu cầu, xin vui lòng liên hệ với chúng tôi để được hỗ trợ đổi trả hoặc hoàn tiền.

Xin cảm ơn quý khách đã ủng hộ MyKingdom!","Chào bạn, tôi là EmpathAI, trợ lý ảo và không có quyền truy cập vào thông tin đơn hàng của bạn để xác minh tình trạng giao hàng. Theo chính sách của MyKingdom, trường hợp giao hàng trễ do không liên quan đến lỗi vận chuyển sẽ không được hoàn tiền. Bạn vui lòng liên hệ tổng đài hỗ trợ của nhà vận chuyển để được hỗ trợ về tình trạng đơn hàng của bạn. Nếu có bất kỳ thắc mắc nào về đơn hàng, bạn có thể liên hệ tổng đài hỗ trợ của MyKingdom qua số 1900 1208 hoặc email hotro@mykingdom.com.vn."
22,giao_hang,MyKingdom có giao hàng toàn quốc không?,MyKingdom có chuỗi cửa hàng trên toàn quốc và hỗ trợ giao hàng. Vui lòng liên hệ hotline 1900 1208 để xác nhận dịch vụ giao hàng đến khu vực của bạn.,"Đúng vậy, MyKingdom có giao hàng toàn quốc. Chúng tôi cung cấp dịch vụ giao hàng nhanh chóng và tiện lợi cho khách hàng trên toàn quốc thông qua các đối tác giao vận uy tín như Giao Hàng Nhanh (GHN), Viettel Post và Grab.

Bạn có thể chọn giữa hai phương thức giao hàng:

1. Giao hàng Tiêu Chuẩn: Thực hiện bởi GHN hoặc Viettel Post, với thời gian giao hàng từ 1-7 ngày làm việc tùy thuộc vào khu vực.
2. Giao hàng Hỏa Tốc: Thực hiện bởi Grab, với thời gian giao hàng trong 4 tiếng cho các đơn hàng nội thành có sản phẩm tại kho khu vực.

Vui lòng kiểm tra chi tiết về phí vận chuyển và thời gian giao hàng trên trang web của chúng tôi hoặc liên hệ với tổng đài 1900 1208 để được hỗ trợ thêm.","Chào bạn, EmpathAI là trợ lý ảo và không có quyền truy cập để kiểm tra tình trạng đơn hàng hoặc xác nhận giao hàng toàn quốc. Tuy nhiên, theo chính sách giao hàng của MyKingdom, chúng tôi hỗ trợ giao hàng trong nội thành và các tỉnh thành lân cận. Đối với các tỉnh thành khác, MyKingdom có hợp tác với đối tác vận chuyển để hỗ trợ giao hàng. Để xác nhận tình trạng đơn hàng và hỗ trợ, bạn vui lòng liên hệ tổng đài hỗ trợ của MyKingdom qua số 1900 1208 hoặc email hotro@mykingdom.com.vn.","Xin chào! Tôi là EmpathAI, trợ lý CSKH của MyKingdom.

Về câu hỏi của bạn, MyKingdom có giao hàng toàn quốc không?

Đáp án: Có!

Chúng tôi cung cấp 2 phương thức giao hàng: Giao hàng Hỏa Tốc (trong 4 tiếng) và Giao hàng Tiêu Chuẩn. Với Giao hàng Tiêu Chuẩn, chúng tôi giao hàng đến tất cả các tỉnh thành trên toàn quốc, với thời gian giao hàng từ 1-7 ngày làm việc tùy thuộc vào vị trí của khách hàng.

Nếu bạn có bất kỳ câu hỏi nào khác hoặc cần hỗ trợ, xin vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn.","Chào bạn, EmpathAI có thể hỗ trợ thông tin về chính sách giao hàng của MyKingdom. Theo đó, MyKingdom có hệ thống cửa hàng trải dài khắp các tỉnh thành Việt Nam và hỗ trợ giao hàng trên toàn quốc. Tuy nhiên, việc giao hàng có thể bị ảnh hưởng bởi điều kiện thời tiết, tình trạng đường sá, hoặc do lỗi trong quá trình vận chuyển. EmpathAI không thể kiểm soát được tình trạng này. Bạn có thể liên hệ hotline 1900 1208 hoặc email hotro@mykingdom.com.vn để được hỗ trợ về tình trạng đơn hàng của mình."
